src_ip,bytes_per_sec,pkts_per_sec,pkt_byte_asymmetry,failed_conn_flag,http_error_flag,unusual_cipher_flag,ssl_cert_mismatch_flag,dns_query_entropy,node_degree,flow_rate,trust_score
192.168.1.6,3.663084850416408e-05,1.6113541368508527e-05,0.05564136623095877,0.9999989333344711,0.0,0.0,0.0,0.7864656780052044,0.0,0.010481568016444679,0.26917384638197944
192.168.1.79,0.703215667964207,0.3904855194367823,0.0014204531217376598,0.9999989333344711,0.0,0.0,0.0,0.0,0.0038759689772249264,0.022829049843866352,0.8168600129496293
199.115.158.193,0.011791788384332428,0.03179273201400696,0.9999989824536512,0.9999989333344711,0.0,0.0,0.0,0.0,0.0,0.0,0.23535030298926887
203.14.129.10,,,0.0,0.9999989333344711,0.0,0.0,0.0,0.0,0.0,9.735202492053882e-05,
220.158.215.20,,,0.0,0.9999989333344711,0.0,0.0,0.0,0.0,0.0,0.0,
2405:6e00:10ce:2c00:20c:29ff:fed2:b002,0.08239173175990679,0.001460031588558438,0.19915751168352475,0.8160910835258327,0.0,0.0,0.0,0.5956078946484361,0.01162790693167478,0.0004543094496291811,0.3795691994343398
2405:6e00:10ce:2c00:20c:29ff:feee:e07a,0.002322205474873362,0.0004684258029565551,0.3852576848915388,0.4226161589932757,0.0,0.0,0.0,0.7764419378413582,0.5426356568114897,0.02375389408061147,0.27291249937938405
2405:6e00:10ce:2c00:8520:4eba:6770:702a,0.008265787218227747,0.0007601768274586799,0.8006632913970569,0.0,0.0,0.0,0.0,0.0,0.015503875908899706,0.00024338006230134701,0.7018042004726089
2405:6e00:10ce:2c00:9064:17:85d2:57d4,0.022126740323082848,0.0009324086400913633,0.8321574145050528,0.07973847703712778,0.0,0.0,0.9999490026008673,0.11941453965751289,0.04651162772669912,0.0008112668743378234,0.3377922227622867
2405:6e00:10ce:2c00:c058:dbaa:f212:a2d8,6.044393625170812e-05,2.6720722199448043e-05,0.31578915779406663,0.9999989333344711,0.0,0.0,0.0,0.7423373827038939,0.0,0.00029205607476161645,0.20665173826999986
fe80::1087:c341:7263:ead3,8.433129957262096e-06,6.981045143068372e-06,0.7843129385916087,0.9999989333344711,0.0,0.0,0.0,0.8665703317479363,0.0,0.0008112668743378234,0.03907129941799784
fe80::343b:2cf:e9fb:6570,8.590898464586105e-05,0.0002595219768130634,0.9740249807759627,0.9999989333344711,0.0,0.0,0.0,0.523158665398432,0.0,0.0012331256489934916,0.08269104314724857
fe80::601f:9cde:4832:2f3f,2.2869865528393075e-05,5.436597582469374e-05,0.9999989842324555,0.9999989333344711,0.0,0.0,0.0,0.7909772849121169,0.0,0.004559319833778568,0.0
fe80::76:ad3e:1329:a7fd,8.857162988497761e-06,7.219695096385536e-06,0.8160911355878357,0.9999989333344711,0.0,0.0,0.0,0.8671468924834208,0.0,0.004218587746556682,0.030403255076256228
fe80::8520:4eba:6770:702a,0.04943098537227696,0.043862449210515304,0.4285709978562989,0.9999989333344711,0.0,0.0,0.0,0.8781225958155124,0.0038759689772249264,9.735202492053882e-05,0.16159152629387138
fe80::855:e4ef:de26:7aca,8.268277910381204e-06,5.902799797987505e-06,0.735098600718997,0.9999989333344711,0.0,0.0,0.0,0.858854427290379,0.0,0.004883826583513697,0.055746875481184684
fe80::e4a6:b91f:48f3:ac01,0.00014962471731852367,0.00034122674546515193,0.9330347653213423,0.9999989333344711,0.0,0.0,0.0,0.671653790594541,0.0038759689772249264,0.0036182502595466922,0.051570548011849564
fe80::ee1f:72ff:fef1:286d,2.7649402160055937e-05,7.594537624433395e-06,0.9999990000009996,0.9999989333344711,0.0,0.0,0.0,0.7237540926791428,0.0,8.112668743378234e-05,0.018365837400170813
fe80::f554:8774:9968:b60b,0.06635689010802868,0.06208007388070205,0.47685137174111675,0.9999989333344711,0.0,0.0,0.0,0.8848618534633392,0.0038759689772249264,0.0034884475596526406,0.15645000535506806
fe80::ffff:ffff:ffff,0.0,0.0,0.0,0.9999989333344711,0.0,0.0,0.0,0.0,0.0,1.622533748675647e-05,0.5058297722669375
